Car Name,Year,Selling Price,Kilometer Driven,Fuel Type,Seller Type,Transminssion,Owner,KM Range,Car Age,Price per KM,Condition
Mahindra Renault Logan 1.5 DLS,2008,89999,213000,Diesel,Individual,Manual,First Owner,200k+,17,0.4225305164319249,Old
Chevrolet Optra Magnum 2.0 LS BSIII,2012,180000,120000,Diesel,Individual,Manual,First Owner,100–150k,13,1.5,Old
Mahindra Scorpio S11 BSIV,2017,1500000,20000,Diesel,Individual,Manual,First Owner,0–25k,8,75.0,New
Hyundai i20 Active 1.2 SX,2017,700000,10000,Petrol,Individual,Manual,First Owner,0–25k,8,70.0,New
Maruti SX4 Celebration Diesel,2012,285000,80000,Diesel,Individual,Manual,Second Owner,75–100k,13,3.5625,Old
Hyundai Grand i10 Magna,2015,390000,90000,Petrol,Individual,Manual,First Owner,75–100k,10,4.333333333333333,Old
Maruti Alto LXi BSIII,2008,125000,80000,Petrol,Individual,Manual,First Owner,75–100k,17,1.5625,Old
Maruti SX4 Zxi with Leather BSIII,2008,225000,60000,Petrol,Individual,Manual,Second Owner,50–75k,17,3.75,Old
Hyundai i10 Era,2011,175000,139000,Petrol,Individual,Manual,Second Owner,100–150k,14,1.2589928057553956,Old
Toyota Innova 2.5 V Diesel 7-seater,2011,1075000,160000,Diesel,Individual,Manual,Second Owner,150–200k,14,6.71875,Old
Honda Mobilio V i DTEC,2014,300000,150000,Diesel,Individual,Manual,First Owner,100–150k,11,2.0,Old
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2010,700000,163000,Diesel,Individual,Manual,Fourth & Above Owner,150–200k,15,4.294478527607362,Old
Tata Indica V2 2001-2011 DLS BSIII,2009,90000,120000,Diesel,Dealer,Manual,First Owner,100–150k,16,0.75,Old
Tata Indica Vista TDI LS,2011,120000,120000,Diesel,Individual,Manual,Second Owner,100–150k,14,1.0,Old
Chevrolet Beat Diesel LS,2012,220000,100000,Diesel,Individual,Manual,Second Owner,75–100k,13,2.2,Old
Tata Zest Quadrajet 1.3 75PS XE,2015,300000,140000,Diesel,Dealer,Manual,First Owner,100–150k,10,2.142857142857143,Old
Skoda Fabia 1.2L Diesel Ambiente,2010,180000,87000,Diesel,Dealer,Manual,Second Owner,75–100k,15,2.0689655172413794,Old
Maruti 800 Std,2013,170000,70000,Petrol,Individual,Manual,First Owner,50–75k,12,2.4285714285714284,Old
Ford Figo Petrol Titanium,2015,300000,50000,Petrol,Individual,Manual,Second Owner,25–50k,10,6.0,Old
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,1050000,70000,Diesel,Individual,Manual,First Owner,50–75k,11,15.0,Old
Honda Mobilio V i DTEC,2014,300000,150000,Diesel,Individual,Manual,First Owner,100–150k,11,2.0,Old
Hyundai Grand i10 1.2 CRDi Asta,2018,465000,25000,Diesel,Individual,Manual,First Owner,0–25k,7,18.6,New
Chevrolet Beat Diesel LT,2011,130000,80000,Diesel,Individual,Manual,Second Owner,75–100k,14,1.625,Old
Datsun GO Plus T Option Petrol,2018,434999,10000,Petrol,Individual,Manual,First Owner,0–25k,7,43.4999,New
Hyundai Grand i10 1.2 Kappa Asta,2018,500000,32000,Petrol,Individual,Manual,First Owner,25–50k,7,15.625,New
Maruti Omni MPI STD BSIV,2018,200000,10000,Petrol,Individual,Manual,First Owner,0–25k,7,20.0,New
Maruti Baleno Alpha 1.2,2017,625000,52000,Petrol,Dealer,Manual,First Owner,50–75k,8,12.01923076923077,New
Ford Fiesta Classic 1.4 SXI Duratorq,2006,110000,120000,Diesel,Individual,Manual,Third Owner,100–150k,19,0.9166666666666666,Old
Hyundai Elite i20 Asta Option BSIV,2019,800000,11240,Petrol,Individual,Manual,First Owner,0–25k,6,71.17437722419929,New
Hyundai Grand i10 CRDi Magna,2017,490000,66000,Diesel,Dealer,Manual,First Owner,50–75k,8,7.424242424242424,New
Maruti Ertiga SHVS ZDI,2017,880000,64000,Diesel,Dealer,Manual,First Owner,50–75k,8,13.75,New
Hyundai Santro Xing GL Plus,2013,290000,49000,Petrol,Individual,Manual,First Owner,25–50k,12,5.918367346938775,Old
Tata Sumo GX TC 7 Str BSIII,2006,115999,100000,Diesel,Individual,Manual,Second Owner,75–100k,19,1.15999,Old
Renault KWID RXT,2018,360000,26500,Petrol,Individual,Manual,First Owner,25–50k,7,13.584905660377359,New
Maruti 800 AC,2002,65000,100000,Petrol,Individual,Manual,Second Owner,75–100k,23,0.65,Old
Maruti Vitara Brezza LDi Option,2017,685000,72000,Diesel,Dealer,Manual,First Owner,50–75k,8,9.51388888888889,New
Honda Jazz S,2009,300000,50000,Petrol,Individual,Manual,First Owner,25–50k,16,6.0,Old
Hyundai i20 1.4 Sportz,2017,680000,44000,Diesel,Dealer,Manual,First Owner,25–50k,8,15.454545454545455,New
Maruti Ertiga SHVS ZDI Plus,2017,1000000,60000,Diesel,Individual,Manual,Second Owner,50–75k,8,16.666666666666668,New
Tata Sumo SE Plus BSIII,2002,100000,120000,Diesel,Individual,Manual,First Owner,100–150k,23,0.8333333333333334,Old
Mahindra Xylo E4,2010,160000,130000,Diesel,Individual,Manual,First Owner,100–150k,15,1.2307692307692308,Old
Maruti Swift ZDi BSIV,2017,450000,70000,Diesel,Individual,Manual,First Owner,50–75k,8,6.428571428571429,New
Maruti Ertiga VXI,2014,600000,20000,Petrol,Individual,Manual,First Owner,0–25k,11,30.0,Old
Hyundai i20 1.4 Magna ABS,2009,180000,60000,Diesel,Individual,Manual,Second Owner,50–75k,16,3.0,Old
Maruti Alto LXi,2007,100000,195000,Petrol,Individual,Manual,First Owner,150–200k,18,0.5128205128205128,Old
Maruti Alto LXi,2010,120000,90000,Petrol,Individual,Manual,Second Owner,75–100k,15,1.3333333333333333,Old
Hyundai Getz GL,2006,130000,80000,Petrol,Individual,Manual,Third Owner,75–100k,19,1.625,Old
Maruti Wagon R LX BS IV,2011,160000,155000,Petrol,Individual,Manual,First Owner,150–200k,14,1.032258064516129,Old
Mahindra Bolero Power Plus SLX,2019,860000,35000,Diesel,Individual,Manual,First Owner,25–50k,6,24.571428571428573,New
Hyundai i20 1.2 Spotz,2018,650000,20000,Petrol,Individual,Manual,Second Owner,0–25k,7,32.5,New
Maruti Wagon R LXI Minor,2010,100000,80000,Petrol,Individual,Manual,Second Owner,75–100k,15,1.25,Old
Maruti Alto 800 VXI,2017,282000,20000,Petrol,Individual,Manual,First Owner,0–25k,8,14.1,New
Hyundai i20 Asta (o),2009,300000,50000,Petrol,Individual,Manual,First Owner,25–50k,16,6.0,Old
Hyundai i20 Asta,2010,270000,110000,Petrol,Individual,Manual,Second Owner,100–150k,15,2.4545454545454546,Old
Hyundai Verna 1.6 SX CRDi (O),2013,550000,29000,Diesel,Individual,Manual,First Owner,25–50k,12,18.96551724137931,Old
Mahindra Xylo D2 BSIV,2013,450000,120000,Diesel,Individual,Manual,First Owner,100–150k,12,3.75,Old
Mahindra Bolero SLX 2WD BSIII,2011,430000,70000,Diesel,Individual,Manual,Second Owner,50–75k,14,6.142857142857143,Old
Maruti Ertiga VXI ABS,2013,350000,40000,Petrol,Individual,Manual,First Owner,25–50k,12,8.75,Old
Honda Brio 1.2 E MT,2017,350000,20000,Petrol,Individual,Manual,First Owner,0–25k,8,17.5,New
Toyota Etios Liva G,2013,229999,50000,Petrol,Individual,Manual,Second Owner,25–50k,12,4.59998,Old
Maruti Alto 800 LXI,2013,110000,50000,Petrol,Individual,Manual,First Owner,25–50k,12,2.2,Old
Maruti Swift Dzire 1.2 Vxi BSIV,2012,395000,49000,Petrol,Individual,Manual,Second Owner,25–50k,13,8.061224489795919,Old
Mahindra Scorpio VLS AT 2.2 mHAWK,2011,650000,70000,Diesel,Individual,Automatic,Second Owner,50–75k,14,9.285714285714286,Old
Mahindra Bolero SLX,2011,350000,90000,Diesel,Individual,Manual,Second Owner,75–100k,14,3.888888888888889,Old
Mahindra XUV500 W11 Option AWD,2020,1400000,25000,Diesel,Dealer,Manual,First Owner,0–25k,5,56.0,New
Tata Tiago 1.2 Revotron XZ,2018,360000,4000,Petrol,Individual,Manual,First Owner,0–25k,7,90.0,New
Mahindra Marazzo M8 8Str,2018,1300000,10000,Diesel,Individual,Manual,First Owner,0–25k,7,130.0,New
Renault Duster 110PS Diesel RxL,2015,800000,15000,Diesel,Individual,Manual,First Owner,0–25k,10,53.333333333333336,Old
Hyundai EON Magna Plus,2018,229999,30000,Petrol,Individual,Manual,First Owner,25–50k,7,7.666633333333333,New
Maruti Wagon R VXI,2014,315000,41000,Petrol,Dealer,Manual,First Owner,25–50k,11,7.682926829268292,Old
Chevrolet Spark 1.0 LT,2012,125000,28000,Petrol,Individual,Manual,First Owner,25–50k,13,4.464285714285714,Old
Maruti Baleno Alpha,2019,700000,16000,Petrol,Individual,Manual,First Owner,0–25k,6,43.75,New
Hyundai EON 1.0 Kappa Magna Plus,2015,160000,70000,Petrol,Individual,Manual,First Owner,50–75k,10,2.2857142857142856,Old
Ford Figo Aspire 1.2 Ti-VCT Trend,2017,530000,10832,Petrol,Dealer,Manual,First Owner,0–25k,8,48.92909896602659,New
Ford Figo Aspire Facelift,2018,624000,14681,Diesel,Dealer,Manual,First Owner,0–25k,7,42.50391662693277,New
Hyundai i10 Era,2009,250000,50000,Petrol,Individual,Manual,First Owner,25–50k,16,5.0,Old
Mahindra Bolero SLX,2016,585000,51000,Diesel,Dealer,Manual,First Owner,50–75k,9,11.470588235294118,New
Hyundai Verna 1.4 VTVT,2015,500000,25000,Petrol,Individual,Manual,First Owner,0–25k,10,20.0,Old
Chevrolet Sail 1.2 LT ABS,2014,350000,30000,Petrol,Individual,Manual,First Owner,25–50k,11,11.666666666666666,Old
Honda City i-DTEC SV,2014,495000,80000,Diesel,Dealer,Manual,First Owner,75–100k,11,6.1875,Old
Hyundai Grand i10 1.2 Kappa Asta,2017,500000,50000,Petrol,Individual,Manual,First Owner,25–50k,8,10.0,New
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,430000,200000,Diesel,Individual,Manual,First Owner,150–200k,10,2.15,Old
Hyundai Grand i10 1.2 Kappa Sportz Option,2013,345000,44000,Petrol,Dealer,Manual,First Owner,25–50k,12,7.840909090909091,Old
Maruti Baleno Sigma 1.2,2015,500000,10000,Petrol,Individual,Manual,First Owner,0–25k,10,50.0,Old
Tata Tiago 1.2 Revotron XZ,2019,425000,19600,Petrol,Individual,Manual,First Owner,0–25k,6,21.683673469387756,New
Maruti Wagon R LXI,2005,80000,40000,Petrol,Individual,Manual,Second Owner,25–50k,20,2.0,Old
Chevrolet Beat Diesel LS,2011,106000,50000,Diesel,Individual,Manual,First Owner,25–50k,14,2.12,Old
Maruti A-Star Vxi,2009,180000,46730,Petrol,Individual,Manual,First Owner,25–50k,16,3.851915257864327,Old
Datsun GO A,2015,250000,40000,Petrol,Individual,Manual,Second Owner,25–50k,10,6.25,Old
Skoda Yeti Ambition 4WD,2011,350000,80000,Diesel,Individual,Manual,First Owner,75–100k,14,4.375,Old
Maruti Zen LXi BSII,2002,60000,80000,Petrol,Individual,Manual,Second Owner,75–100k,23,0.75,Old
Hyundai Verna CRDi 1.6 EX,2018,900000,24000,Diesel,Individual,Manual,First Owner,0–25k,7,37.5,New
Ford Aspire Titanium Diesel BSIV,2017,700000,21170,Diesel,Dealer,Manual,First Owner,0–25k,8,33.065658951346244,New
BMW 3 Series 320d Sport,2013,2000000,167223,Diesel,Dealer,Automatic,First Owner,150–200k,12,11.960077262099114,Old
Maruti Ertiga SHVS ZDI Plus,2017,1000000,40000,Diesel,Individual,Manual,First Owner,25–50k,8,25.0,New
BMW X1 sDrive 20d Exclusive,2011,1375000,60000,Diesel,Individual,Automatic,First Owner,50–75k,14,22.916666666666668,Old
Toyota Innova Crysta 2.4 VX MT,2016,1800000,141440,Diesel,Dealer,Manual,First Owner,100–150k,9,12.726244343891402,New
Chevrolet Tavera Neo 3 10 Seats BSIV,2007,160000,120000,Diesel,Individual,Manual,Third Owner,100–150k,18,1.3333333333333333,Old
Mitsubishi Outlander 2.4,2012,525000,140000,Petrol,Individual,Automatic,First Owner,100–150k,13,3.75,Old
Mahindra XUV500 W8 2WD,2012,850000,212814,Diesel,Dealer,Manual,First Owner,200k+,13,3.9940981326416494,Old
Maruti Baleno Alpha 1.3,2019,800000,30000,Diesel,Individual,Manual,First Owner,25–50k,6,26.666666666666668,New
Ford Figo Aspire 1.5 TDCi Titanium,2017,700000,88635,Diesel,Dealer,Manual,First Owner,75–100k,8,7.897557398318948,New
Maruti Swift Dzire VDI,2018,800000,25000,Diesel,Individual,Manual,First Owner,0–25k,7,32.0,New
Hyundai i20 1.2 Spotz,2017,575000,20000,Petrol,Individual,Manual,Second Owner,0–25k,8,28.75,New
Renault Duster 110PS Diesel RxZ,2012,350000,110000,Diesel,Individual,Manual,Second Owner,100–150k,13,3.1818181818181817,Old
Maruti Swift Vdi BSIII,2008,250000,120000,Diesel,Individual,Manual,Third Owner,100–150k,17,2.0833333333333335,Old
Ford Endeavour Titanium 4X2,2011,600000,149674,Diesel,Dealer,Manual,Second Owner,100–150k,14,4.008712267995778,Old
Mahindra Scorpio 2.6 Turbo 9 Str,2007,370000,100000,Diesel,Individual,Manual,Third Owner,75–100k,18,3.7,Old
Maruti Baleno Vxi,2006,80000,120000,Petrol,Individual,Manual,Third Owner,100–150k,19,0.6666666666666666,Old
Tata Indica DLX,2003,50000,120000,Diesel,Individual,Manual,Second Owner,100–150k,22,0.4166666666666667,Old
Hyundai Verna CRDi 1.6 EX,2018,900000,25000,Diesel,Individual,Manual,First Owner,0–25k,7,36.0,New
Maruti Wagon R VXI BS IV,2014,300000,35000,Petrol,Individual,Manual,Second Owner,25–50k,11,8.571428571428571,Old
Tata Indica LSI,2002,125000,40000,Petrol,Individual,Manual,First Owner,25–50k,23,3.125,Old
Maruti Swift Dzire VDI,2015,490000,60000,Diesel,Individual,Manual,Second Owner,50–75k,10,8.166666666666666,Old
Toyota Etios Liva GD,2012,300000,50000,Diesel,Individual,Manual,Second Owner,25–50k,13,6.0,Old
Tata Nano STD,2013,55000,25000,Petrol,Individual,Manual,Fourth & Above Owner,0–25k,12,2.2,Old
Hyundai Grand i10 Sportz,2016,350000,25000,Petrol,Individual,Manual,First Owner,0–25k,9,14.0,New
Hyundai Grand i10 1.2 CRDi Asta,2019,755000,8000,Diesel,Individual,Manual,First Owner,0–25k,6,94.375,New
Maruti Ertiga SHVS VDI,2017,720000,60000,Diesel,Individual,Manual,First Owner,50–75k,8,12.0,New
Mahindra Bolero SLX,2006,229999,200000,Diesel,Individual,Manual,Third Owner,150–200k,19,1.149995,Old
Mahindra Scorpio S7 140 BSIV,2018,1100000,20000,Diesel,Individual,Manual,First Owner,0–25k,7,55.0,New
Volkswagen Polo Petrol Comfortline 1.2L,2013,400000,100000,Petrol,Individual,Manual,First Owner,75–100k,12,4.0,Old
Hyundai Xcent 1.1 CRDi Base,2015,350000,70000,Diesel,Individual,Manual,Second Owner,50–75k,10,5.0,Old
Chevrolet Beat Diesel PS,2012,159000,68000,Diesel,Dealer,Manual,First Owner,50–75k,13,2.338235294117647,Old
Maruti Swift ZXi BSIV,2017,550000,38000,Petrol,Dealer,Manual,First Owner,25–50k,8,14.473684210526315,New
Maruti Ritz VDi,2013,335000,80000,Diesel,Dealer,Manual,First Owner,75–100k,12,4.1875,Old
Tata Indigo CS Emax CNG GLX,2014,185000,72000,CNG,Dealer,Manual,First Owner,50–75k,11,2.5694444444444446,Old
Maruti Eeco 5 STR With AC Plus HTR CNG,2012,229999,75000,CNG,Dealer,Manual,First Owner,50–75k,13,3.0666533333333335,Old
Maruti Estilo LXI,2014,225000,43000,Petrol,Dealer,Manual,First Owner,25–50k,11,5.232558139534884,Old
Maruti Swift VXI with ABS,2007,250000,120000,Petrol,Individual,Manual,Second Owner,100–150k,18,2.0833333333333335,Old
Tata Zest Quadrajet 1.3 XM,2015,400000,100000,Diesel,Individual,Manual,First Owner,75–100k,10,4.0,Old
Maruti Swift VDI BSIV,2014,470000,163000,Diesel,Individual,Manual,First Owner,150–200k,11,2.8834355828220857,Old
Maruti Alto K10 VXI AGS Optional,2018,300000,25000,Petrol,Individual,Automatic,First Owner,0–25k,7,12.0,New
Maruti Alto LX,2011,145000,25000,Petrol,Individual,Manual,First Owner,0–25k,14,5.8,Old
Maruti SX4 Vxi BSIII,2007,100000,90000,Petrol,Individual,Manual,Second Owner,75–100k,18,1.1111111111111112,Old
Mahindra Scorpio SLE BSIV,2014,500000,70000,Diesel,Individual,Manual,Second Owner,50–75k,11,7.142857142857143,Old
Hyundai Santro Xing GLS CNG,2010,130000,98000,CNG,Individual,Manual,Second Owner,75–100k,15,1.3265306122448979,Old
Chevrolet Cruze LTZ,2010,240000,81925,Diesel,Individual,Manual,First Owner,75–100k,15,2.929508696978944,Old
Ford Figo Diesel Celebration Edition,2013,150000,80000,Diesel,Individual,Manual,Second Owner,75–100k,12,1.875,Old
Renault KWID RXT Optional,2017,270000,40000,Petrol,Individual,Manual,First Owner,25–50k,8,6.75,New
Maruti Swift Dzire VDI,2014,400000,90000,Diesel,Individual,Manual,First Owner,75–100k,11,4.444444444444445,Old
Hyundai EON Era Plus,2012,200000,46000,Petrol,Individual,Manual,First Owner,25–50k,13,4.3478260869565215,Old
Mahindra XUV500 W6 2WD,2012,550000,80000,Diesel,Individual,Manual,First Owner,75–100k,13,6.875,Old
Renault KWID 1.0 RXT Optional,2018,325000,35000,Petrol,Individual,Manual,First Owner,25–50k,7,9.285714285714286,New
Skoda Rapid 1.5 TDI AT Style BSIV,2017,860000,82080,Diesel,Individual,Automatic,First Owner,75–100k,8,10.477582846003898,New
Mahindra XUV500 W8 2WD,2012,600000,200000,Diesel,Individual,Manual,First Owner,150–200k,13,3.0,Old
Chevrolet Spark 1.0,2009,125000,70000,Petrol,Individual,Manual,First Owner,50–75k,16,1.7857142857142858,Old
Maruti 800 AC,2000,60000,40000,Petrol,Individual,Manual,Third Owner,25–50k,25,1.5,Old
Chevrolet Tavera Neo 3 10 Seats BSIV,2010,300000,120000,Diesel,Individual,Manual,Third Owner,100–150k,15,2.5,Old
Ford Fiesta 1.6 ZXi Duratec,2007,190000,60000,Petrol,Individual,Manual,Third Owner,50–75k,18,3.1666666666666665,Old
Maruti Ertiga VDI,2013,400000,110000,Diesel,Individual,Manual,First Owner,100–150k,12,3.6363636363636362,Old
Tata Manza Aura Quadrajet BS IV,2011,260000,97000,Diesel,Individual,Manual,Second Owner,75–100k,14,2.6804123711340204,Old
Maruti Swift VVT VXI,2017,400000,30000,Petrol,Individual,Manual,First Owner,25–50k,8,13.333333333333334,New
Hyundai i20 Sportz Petrol,2010,250000,40000,Petrol,Individual,Manual,First Owner,25–50k,15,6.25,Old
Hyundai Grand i10 1.2 Kappa Asta,2019,600000,10000,Petrol,Individual,Manual,First Owner,0–25k,6,60.0,New
Maruti Zen Estilo VXI BSIV,2010,175000,52047,Petrol,Individual,Manual,First Owner,50–75k,15,3.3623455722712166,Old
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,450000,200000,Diesel,Individual,Manual,Third Owner,150–200k,14,2.25,Old
Tata Tiago 1.2 Revotron XZA,2019,350000,15000,Petrol,Individual,Automatic,Second Owner,0–25k,6,23.333333333333332,New
Maruti Vitara Brezza ZDi,2018,800000,50000,Diesel,Individual,Manual,First Owner,25–50k,7,16.0,New
Maruti Swift VXI BSIII,2011,250000,70000,Petrol,Individual,Manual,Second Owner,50–75k,14,3.5714285714285716,Old
Maruti Swift VXI BSIV,2019,600000,10000,Petrol,Individual,Manual,First Owner,0–25k,6,60.0,New
Maruti Swift VDI BSIV,2017,600000,90000,Diesel,Individual,Manual,First Owner,75–100k,8,6.666666666666667,New
Maruti Alto 800 LXI,2016,130000,40000,Petrol,Individual,Manual,First Owner,25–50k,9,3.25,New
Maruti Wagon R LXI,2006,90000,62009,Petrol,Individual,Manual,Second Owner,50–75k,19,1.4514022158073827,Old
Hyundai i20 Active 1.2 S,2017,595000,33100,Petrol,Individual,Manual,Second Owner,25–50k,8,17.97583081570997,New
Hyundai EON Era Plus,2014,190000,40000,Petrol,Individual,Manual,Second Owner,25–50k,11,4.75,Old
Hyundai Santro GLS I - Euro I,1999,50000,120000,Petrol,Individual,Manual,Second Owner,100–150k,26,0.4166666666666667,Old
Maruti Wagon R LXI Minor,2007,95000,80000,Petrol,Individual,Manual,First Owner,75–100k,18,1.1875,Old
Tata Safari Storme VX,2016,1000000,70000,Diesel,Individual,Manual,First Owner,50–75k,9,14.285714285714286,New
Mahindra Scorpio REV 116,2006,220000,220000,Petrol,Individual,Manual,Second Owner,200k+,19,1.0,Old
Mahindra Bolero SLX,2010,400000,50000,Diesel,Individual,Manual,First Owner,25–50k,15,8.0,Old
Datsun GO Plus A,2015,315000,45000,Petrol,Individual,Manual,Second Owner,25–50k,10,7.0,Old
Toyota Fortuner 4x4 MT,2014,1000000,110000,Diesel,Individual,Manual,First Owner,100–150k,11,9.090909090909092,Old
Ford Ecosport 1.5 DV5 MT Titanium,2014,500000,49000,Diesel,Individual,Manual,First Owner,25–50k,11,10.204081632653061,Old
Mahindra XUV500 W11 AT BSIV,2018,1600000,35000,Diesel,Individual,Automatic,First Owner,25–50k,7,45.714285714285715,New
Mahindra Supro VX 8 Str,2017,500000,160000,Diesel,Individual,Manual,First Owner,150–200k,8,3.125,New
Maruti Alto LX,2007,70000,180000,Petrol,Individual,Manual,Third Owner,150–200k,18,0.3888888888888889,Old
Maruti 800 AC,2007,105000,60000,Petrol,Individual,Manual,Second Owner,50–75k,18,1.75,Old
Ford Endeavour 2.5L 4X2 MT,2008,400000,110000,Diesel,Individual,Manual,Third Owner,100–150k,17,3.6363636363636362,Old
Maruti Wagon R LXI,2004,80000,60000,Petrol,Individual,Manual,Third Owner,50–75k,21,1.3333333333333333,Old
Maruti Alto 800 VXI,2016,300000,30000,Petrol,Individual,Manual,First Owner,25–50k,9,10.0,New
Mahindra KUV 100 D75 K2,2017,409999,40000,Diesel,Individual,Manual,First Owner,25–50k,8,10.249975,New
Maruti Swift Glam,2009,250000,70000,Petrol,Individual,Manual,First Owner,50–75k,16,3.5714285714285716,Old
Tata New Safari DICOR 2.2 EX 4x2,2010,250000,120000,Diesel,Individual,Manual,Second Owner,100–150k,15,2.0833333333333335,Old
Maruti Swift Dzire VDI,2012,215000,80000,Diesel,Individual,Manual,Third Owner,75–100k,13,2.6875,Old
Toyota Fortuner 4x4 MT,2015,1400000,120000,Diesel,Individual,Manual,First Owner,100–150k,10,11.666666666666666,Old
